year,category,nominee,workers,winner
2011,"Best Remixed Recording, Non-Classical","Revolver (David Guetta's One Love Club Remix), performed by Madonna","David Guetta, Afrojack",TRUE
2011,Best Rock Album,The Resistance,"Mark Stent (engineer/mixer), Adrian Bushby (engineer/mixer), Muse (artist/producer)",TRUE
2011,Best Rock Instrumental Performance,Hammerhead,Jeff Beck (artist),TRUE
2011,Best Rock Performance by a Duo or Group with Vocals,Tighten Up,The Black Keys (artist),TRUE
2011,Best Rock Song,Angry World.,Neil Young (Songwriter),TRUE
2011,Best Rock Song,Radioactive.,"Kings of Leon (Songwriters), Caleb Followill (Songwriter), Jared Followill (Songwriter), Matthew Followill (Songwriter), Nathan Followill (Songwriter)",FALSE
2011,Best Rock Song,Little Lion Man.,"Mumford & Sons (Songwriters), Ted Dwane (Songwriter), Ben Lovett (Songwriter), 'Country' Winston Marshall (Songwriter), Marcus Mumford (Songwriter)",FALSE
2011,Best Rock Vocal Performance by a Duo or Group,Tighten Up.,The Black Keys,TRUE
2011,Best Rock Vocal Performance by a Duo or Group,Radioactive.,Kings of Leon,FALSE
2011,Best Rock Vocal Performance by a Duo or Group,Resistance.,Muse,FALSE
2011,Best Rock or Rap Gospel Album,Hello Hurricane,"Craig Zarkos (engineer/mixer), Shane Wilson (engineer/mixer), Darrell Thorp (engineer/mixer), Switchfoot (artist/producer/engineer/mixer), Mike Elizondo (producer), Adam Hawkins (engineer/mixer), Ryan Peterson (engineer/mixer), Alan Sanderson (engineer/mixer)",TRUE
2011,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",Toy Story 3,Randy Newman,TRUE
2011,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",Avatar,James Horner,FALSE
2011,"Best Score Soundtrack Album for Motion Picture, Television or Other Visual Media",Sherlock Holmes,Hans Zimmer,FALSE
2011,Best Short Form Music Video,Lady Gaga: Bad Romance,"Lady Gaga, Francis Lawrence (video director), Heather Heller (video producer)",TRUE
2011,Best Short Form Music Video,Eminem Featuring Rihanna: Love the Way You Lie,"Eminem, Rihanna, Joseph Khan (video director), Mary Ann Tanedo (video producer)",FALSE
2011,Best Small Ensemble Performance,Dinastia Borja,"La Capella Reial de Catalunya (ensemble), Jordi Savall (conductor), Hesperion XXI (ensemble)",TRUE
2011,Best Solo Rock Vocal Performance,Helter Skelter.,Paul McCartney,TRUE
2011,Best Solo Rock Vocal Performance,Crossroads.,John Mayer,FALSE
2011,Best Solo Rock Vocal Performance,Silver Rider.,"Robert Plant, Band of Joy",FALSE
2011,"Best Song Written for Motion Picture, Television or Other Visual Media",The Weary Kind.,Crazy Heart,TRUE
2011,"Best Song Written for Motion Picture, Television or Other Visual Media",Down in New Orleans.,The Princess and the Frog,FALSE
2011,"Best Song Written for Motion Picture, Television or Other Visual Media",Kiss Like Your Kiss.,True Blood,FALSE
2011,"Best Southern, Country, or Bluegrass Gospel Album",The Reason,"Diamond Rio (artist/producer), Michael D. Clute (engineer/mixer/producer)",TRUE
2011,"Best Spoken Word Album (includes poetry, audio books & story telling)",The Daily Show With Jon Stewart Presents Earth (The Audiobook),"Tim Lester (engineer/mixer), Charles de Montebello (engineer/mixer), John McElroy (producer), Josh Lieb (producer), David Javerbaum (producer), Steve Bodow (producer), Rory Albanese (producer), Sigourney Weaver (artist), John Oliver (artist), Jason Jones (artist), Jon Stewart (artist), Samantha Bee (artist), Wyatt Cenac (artist/producer)",TRUE
2011,Best Spoken Word Album for Children,"Julie Andrews' Collection Of Poems, Songs, And Lullabies","Tommy Harron (engineer/mixer), Cynthia Daniels (engineer/mixer), John Colucci (engineer/mixer), Michele McGonigle (producer), Julie Andrews (artist), Emma Walton Hamilton (artist)",TRUE
2011,Best Surround Sound Album,Britten's Orchestra,"Keith O. Johnson (surround mix engineer/surround mastering engineer), David Frost (surround producer), Michael Stern (artist), Kansas City Symphony (artist)",TRUE
2011,Best Tejano Album,Recuerdos,Little Joe & La Familia (artist),TRUE
2011,Best Traditional Blues Album,Joined At The Hip,"Blaise Barton (engineer/mixer), Pinetop Perkins (artist), Willie 'Big Eyes' Smith (artist), Michael Freeman (producer/engineer/mixer)",TRUE
2011,Best Traditional Folk Album,Genuine Negro Jig,"Vance Powell (artist), Joe Henry (producer), Ryan Freeland (engineer/mixer)",TRUE
2011,Best Traditional Gospel Album,Downtown Church,"Patty Griffin (artist), Buddy Miller (producer/engineer/mixer), Mike Poole (engineer/mixer)",TRUE
2011,Best Traditional Pop Vocal Album,Crazy Love.,Michael Bublé,TRUE
2011,Best Traditional Pop Vocal Album,The Greatest Love Songs of All Time.,Barry Manilow,FALSE
2011,Best Traditional Pop Vocal Album,Fly Me To The Moon... The Great American Songbook Volume V.,Rod Stewart,FALSE
2011,Best Traditional R&B Vocal Performance,Hang On In There.,"John Legend, The Roots",TRUE
2011,Best Traditional R&B Vocal Performance,You're So Amazing.,Calvin Richardson,FALSE
2011,Best Traditional R&B Vocal Performance,In Between.,Ryan Shaw,FALSE
2011,Best Traditional World Music Album,Ali And Toumani,"Jerry Boys (engineer/mixer), Nick Gold (producer), Ali Farka Touré (artist), Toumani Diabaté (artist)",TRUE
2011,Best Tropical Latin Album,Viva La Tradición,"Spanish Harlem Orchestra (artist), Dave Kowalski (engineer/mixer)",TRUE
2011,Best Urban/Alternative Performance,Fuck You.,CeeLo Green,TRUE
2011,Best Urban/Alternative Performance,Orion.,Carolyn Malachi,FALSE
2011,Best Urban/Alternative Performance,Tightrope.,"Janelle Monáe, Big Boi",FALSE
2011,Best Zydeco or Cajun Music Album,Zydeco Junkie,"Chubby Carrier And The Bayou Swamp Band (artist), Ivan Klisanin (producer/engineer/mixer)",TRUE
2011,Lifetime Achievement Award,Dolly Parton,,TRUE
2011,Producer of the Year (Non-Classical),Danger Mouse,,TRUE
2011,Producer of the Year (Non-Classical),"Philip Lawrence, Ari Levine, Bruno Mars",,FALSE
2011,Producer of the Year (Non-Classical),Rob Cavallo,,FALSE
2011,"Producer of the Year, Classical",David Frost (producer),,TRUE
2011,"Producer of the Year, Non-Classical",Danger Mouse (producer),,TRUE
2011,Record of the Year,Need You Now.,"Lady Antebellum (Artist), Clarke Schleicher (Engineer/Mixer), Paul Worley (Producer)",TRUE
2011,Record of the Year,Fuck You.,"CeeLo Green (Artist), Bruno Mars (Producer/Engineer/Mixer), Philip Lawrence (Producer/Engineer/Mixer), Ari Levine (Producer/Engineer/Mixer)",FALSE
2011,Record of the Year,Empire State of Mind (With Producers Jnay and Shux and Engineer/Mixer Ann Mincieli).,"Jay-Z (Artist), Alicia Keys (Artist), Angela Hunte (Producer), Duro (Engineer/Mixer), Gimel Keaton (Engineer/Mixer)",FALSE
2011,Song of the Year,Need You Now.,"Hillary Scott (Songwriter), Charles Kelley (Songwriter), Dave Haywood (Songwriter), Josh Kear",TRUE
2011,Song of the Year,Fuck You.,"CeeLo Green (Songwriter), Philip Lawrence (Songwriter), Bruno Mars (Songwriter)",FALSE
2011,Song of the Year,The House That Built Me.,"Tom Douglas (Songwriter), Allen Shamblin (Songwriter)",FALSE
2011,Best Spoken Word Album,American on Purpose,Craig Ferguson,FALSE
2011,Best Spoken Word Album,The Bedwetter,Sarah Silverman,FALSE
2012,Album of the Year,21,"Jim Abbiss (Producer) (Engineer/Mixer), Adele (Producer), Paul Epworth (Producer), Rick Rubin (Producer), Fraser T. Smith (Producer) (Engineer/Mixer), Ryan Tedder (Producer) (Engineer/Mixer), Dan Wilson (Producer), Philip G. Allen (Engineer/Mixer), Ian Dowling (Engineer/Mixer), Tom Elmhirst (Engineer/Mixer), Greg Fidelman (Engineer/Mixer), Dan Parry (Engineer/Mixer), Steven Price (Engineer/Mixer), Mark Rankin (Engineer/Mixer), Andrew Scheps (Engineer/Mixer), Tom Coyne (Mastering Engineer)",TRUE
2012,Album of the Year,Wasting Light (Also featuring Joe LaPorta: Mastering Engineer).,"Foo Fighters, Butch Vig (Producer), James Brown (Engineer/Mixer), Alan Moulder (Engineer/Mixer), Emily Lazar (Mastering Engineer)",FALSE
2012,Best Album Notes,"Hear Me Howling!: Blues, Ballads & Beyond As Recorded By The San Francisco Bay By Chris Strachwitz In The 1960s (Various Artists)",Adam Machado (album notes writer),TRUE
2012,Best Alternative Music Album,"Bon Iver, Bon Iver.",Bon Iver,TRUE
2012,Best Alternative Music Album,Torches.,Foster the People,FALSE
2012,Best Alternative Music Album,The King of Limbs.,Radiohead,FALSE
2012,Best Americana Album,Ramble At The Ryman,"Justin Guip (engineer/mixer), Michael Davis (engineer/mixer), Danny Petraitis (producer), Jed Hilly (producer), Larry Campbell (producer), Levon Helm (artist)",TRUE
2012,Best Banda or Norteño Album,Los Tigres Del Norte And Friends,"Gustavo Borner (producer/engineer/mixer), Nick Baxter (engineer/mixer), Juan Pablo Fallucca (engineer/mixer), Justin Moshkevich (engineer/mixer), Los Tigres del Norte (producer/artist)",TRUE
2012,Best Bluegrass Album,Paper Airplane,"Alison Krauss (producer), Neal Cappellino (engineer/mixer), Mike Shipley (engineer/mixer)",TRUE
2012,Best Blues Album,Revelator,"Tedeschi Trucks Band (artist), Jim Scott (producer/engineer/mixer), Bobby Tis (engineer/mixer)",TRUE
2012,Best Children's Album,All About Bullies... Big And Small (Various Artists),,TRUE
2012,Best Choral Performance,Light & Gold,"The Eric Whitacre Singers (artist), Pavão Quartet (artist), The King's Singers (artist), Andrew Mellor (engineer/mixer), Eric Whitacre (conductor), Raphaël Mouterde (producer)",TRUE
2012,Best Classical Instrumental Solo,Schwantner: Concerto For Percussion & Orchestra,"Giancarlo Guerrero (conductor), Christopher Lamb (artist)",TRUE
2012,Best Classical Vocal Solo,Diva Divo,"Orchestre de l'Opéra de Lyon (artist), Kazushi Ono (artist), Joyce DiDonato (soloist), Daniel Zalay (producer)",TRUE
2012,Best Comedy Album,Hilarious.,Louis C.K.,TRUE
2012,Best Comedy Album,Kathy Griffin: 50 & Not Pregnant.,Kathy Griffin,FALSE
2012,Best Comedy Album,Turtleneck & Chain.,The Lonely Island,FALSE
2012,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",Boardwalk Empire,"Stewart Lerman (Producer), Randall Poster (Producer), Kevin Weaver (Producer)",TRUE
2012,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",Glee,"Adam Anders (Producer), Ryan Murphy (Producer), Peer Astrom (Producer)",FALSE
2012,"Best Compilation Soundtrack Album for Motion Picture, Television or Other Visual Media",True Blood,Gary Calamar (Producer),FALSE
2012,Best Compilation Soundtrack for Visual Media,Boardwalk Empire: Volume 1 (Various Artists),"Kevin Weaver (producer), Randall Poster (producer), Stewart Lerman (producer/engineer/mixer)",TRUE
2012,Best Contemporary Christian Music Album,And If Our God Is For Us...,"F. Reid Shippen (engineer/mixer), Jim Deneen (engineer/mixer), Chris Tomlin (artist), Ed Cash (engineer/mixer/producer)",TRUE
2012,Best Contemporary Christian Music Song,Blessings,Laura Story (songwriter),TRUE
2012,Best Contemporary Classical Composition,"Aldridge, Robert: Elmer Gantry","Robert Eldridge (composer), Herschel Garfein (composer)",TRUE
2012,Best Country Album,Own the Night.,Lady Antebellum,TRUE
2012,Best Country Album,Chief.,Eric Church,FALSE
2012,Best Country Album,My Kinda Party.,Jason Aldean,FALSE
2012,Best Country Duo/Group Performance,Barton Hollow.,The Civil Wars,TRUE
2012,Best Country Duo/Group Performance,You and Tequila.,"Kenny Chesney, Grace Potter",FALSE
2012,Best Country Solo Performance,Mean.,Taylor Swift,TRUE
2012,Best Country Solo Performance,Mama's Song.,Carrie Underwood,FALSE
2012,Best Country Solo Performance,I'm Gonna Love You Through It.,Martina McBride,FALSE
2012,Best Country Song,Mean.,Taylor Swift (Songwriter),TRUE
2012,Best Dance Recording,Scary Monsters & Nice Sprites.,Skrillex (Producer/Mixer),TRUE
2012,Best Dance Recording,Sunshine.,"Avicii (Producer/Mixer), David Guetta (Producer), Giorgio Tuinfort (Producer)",FALSE
2012,Best Dance Recording,Call Your Girlfriend (With producer Billboard).,"Klas Ahlund (Producer), Niklas Flyckt (Mixer)",FALSE
2012,Best Dance/Electronica Album,Scary Monsters and Nice Sprites.,Skrillex,TRUE
2012,Best Dance/Electronica Album,Nothing But the Beat.,David Guetta,FALSE
2012,Best Dance/Electronica Album,Body Talk Pt. 3.,Robyn Carlsson,FALSE
2012,"Best Engineered Album, Classical",Aldridge: Elmer Gantry,"Heather Buck (artist), Frank Kelley (artist), Vale Rideout (artist), Patricia Risley (artist), Byeong-Joon Hwang (engineer), John Newton (engineer), Jesse Lewis (mastering engineer), William Boggs (artist), Keith Phares (artist)",TRUE
2012,"Best Engineered Album, Non-Classical",Paper Airplane,"Brad Blackwood (mastering engineer), Mike Shipley (engineer), Neal Cappellino (engineer)",TRUE
2012,Best Folk Album,Barton Hollow.,The Civil Wars,TRUE
2012,Best Folk Album,Helplessness Blues.,Fleet Foxes,FALSE
2012,Best Folk Album,I'll Never Get Out of This World Alive.,Steve Earle,FALSE
2012,Best Gospel Album,Hello Fear,"Tre Nagella (engineer/mixer), John Jaszcz (engineer/mixer), Jeffrey Chestek (engineer/mixer), Shaun Martin (producer), Kirk Franklin (producer/artist)",TRUE
2012,Best Gospel Song,Hello Fear,Kirk Franklin (songwriter),TRUE
2012,Best Gospel/Contemporary Christian Music Performance,Jesus,Leandria Johnson (artist),TRUE
2012,Best Hard Rock/Metal Performance,White Limo.,Foo Fighters,TRUE
2012,Best Hard Rock/Metal Performance,Curl of the Burl.,Mastodon,FALSE
2012,Best Hard Rock/Metal Performance,Blood in My Eyes.,Sum 41,FALSE
2012,Best Historical Album,Band On The Run (Paul McCartney Archive Collection - Deluxe Edition),"Paul McCartney (compilation producer), Sam Okell (mastering engineer), Steve Rooke (mastering engineer)",TRUE
2012,Best Improvised Jazz Solo,500 Miles High,Chick Corea (soloist),TRUE
2012,Best Instrumental Arrangement,Rhapsody In Blue,Gordon Goodwin (arranger),TRUE
2012,Best Instrumental Composition,Life In Eleven,"Howard Levy (composer), Bela Fleck (composer)",TRUE
2012,Best Jazz Instrumental Album,Forever,"Brian Vibberts (engineer/mixer), Buck Snow (engineer/mixer), Bernie Kirsch (engineer/mixer), Stanley Clarke (producer/artist), Chick Corea (producer/artist), Lenny White (producer/artist)",TRUE
2012,Best Jazz Vocal Album,The Mosaic Project (Various Artists),"Martin Walters (engineer/mixer), Mike Marciano (engineer/mixer), Terri Lyne Carrington (producer/artist)",TRUE
2012,Best Large Jazz Ensemble Album,The Good Feeling,"Christian McBride Big Band (artist), Joe Ferla (engineer/mixer)",TRUE
2012,"Best Latin Pop, Rock, or Urban Album",Drama Y Luz,"Fernando Villín (engineer/mixer), Maná (artist), Benny Faccone (engineer/mixer), Arturo Perales (engineer/mixer), Thom Russo (engineer/mixer), Fabian Serrano (engineer/mixer)",TRUE
2012,Best Long Form Music Video,Foo Fighters: Back and Forth,"Foo Fighters (Artist), Nigel Sinclair (Producer), James Moll (Director Producer)",TRUE
2012,Best Long Form Music Video,Beyoncé's I Am... World Tour,"Beyoncé (Director, Producer, Artist), Camille Yorrick (Producer), Frank Gatson Jr. (Director), Ed Burke (Director)",FALSE
2012,Best Musical Theater Album,The Book of Mormon: Original Broadway Cast Recording.,"Josh Gad (principal soloist), Andrew Rannells (principal soloist), Anne Garefino (producer), Robert Lopez (producer/composer/lyricist), Stephen Oremus (producer), Trey Parker (producer/composer/lyricist), Scott Rudin (producer), Matt Stone (producer/composer/lyricist)",TRUE
2012,Best Musical Theater Album,Anything Goes: New Broadway Cast Recording,"Sutton Foster (principal soloist), Joel Grey (principal soloist), Rob Fisher (producer), James Lowe (producer), Joel Moss (producer), Cole Porter (composer/lyricist)",FALSE
2012,Best New Age Album,What's It All About,"David Oakes (engineer/mixer), Pat Metheny (producer/artist/engineer/mixer), Pete Karam (engineer/mixer)",TRUE
2012,Best New Artist,Bon Iver,,TRUE
2012,Best New Artist,Nicki Minaj,,FALSE
2012,Best New Artist,The Band Perry,,FALSE
2012,Best Opera Recording,Adams: Doctor Atomic,"The Metropolitan Opera Orchestra and Chorus (soloist), Eric Owens (soloist), Thomas Glenn (soloist), Gerald Finley (soloist), Richard Paul Fink (soloist), Sasha Cooke (soloist), Alan Gilbert (conductor), Jay David Saks (producer), Meredith Arwady (soloist)",TRUE
2012,Best Orchestral Performance,Brahms: Symphony No. 4,"Gustavo Dudamel (conductor), Christopher Alder (producer), Fred Vogler (engineer/mixer)",TRUE
2012,Best Pop Duo/Group Performance,Body & Soul (Winehouse's win is posthumous).,"Tony Bennett, Amy Winehouse",TRUE
2012,Best Pop Duo/Group Performance,Paradise.,Coldplay,FALSE
2012,Best Pop Duo/Group Performance,Dearest.,The Black Keys,FALSE
2012,Best Pop Instrumental Album,The Road From Memphis,"Bosco Mann (engineer/mixer), Booker T. Jones (producer/artist), Rob Schnapf (producer/engineer/mixer), Quest Love (producer)",TRUE
2012,Best Pop Solo Performance,Someone Like You.,Adele,TRUE
2012,Best Pop Solo Performance,Firework.,Katy Perry,FALSE
2012,Best Pop Solo Performance,Fuckin' Perfect.,Pink,FALSE
2012,Best Pop Vocal Album,21,Adele,TRUE
2012,Best Pop Vocal Album,The Lady Killer.,CeeLo Green,FALSE
2012,Best Pop Vocal Album,Loud.,Rihanna,FALSE
2012,Best R&B Album,F.A.M.E.,Chris Brown,TRUE
2012,Best R&B Album,Kelly.,Kelly Price,FALSE
2012,Best R&B Album,Love Letter.,R. Kelly,FALSE
2012,Best R&B Performance,Is This Love.,Corinne Bailey Rae,TRUE
2012,Best R&B Performance,Not My Daddy.,"Kelly Price, Stokley Williams",FALSE
2012,Best R&B Performance,Far Away.,Marsha Ambrosius,FALSE
2012,Best R&B Song,Fool For You.,"CeeLo Green (Songwriter), Jack Splash (Songwriter)",TRUE
