Theme,Song,Album Era,Lyric
Times and Seasons,We Are Never Ever Getting Back Together,Red,"Ooh-ooh-ooh-ooh-ooh / We called it off again last night, but"
Times and Seasons,Stay Stay Stay,Red,I'm pretty sure we almost broke up last night / I threw my phone across the room at you
Times and Seasons,Stay Stay Stay,Red,This morning I said we should talk about it / 'Cause I read you should never leave a fight unresolved
Times and Seasons,Stay Stay Stay,Red,"Stay, stay, stay / I've been loving you for quite some time, time, time"
Times and Seasons,Stay Stay Stay,Red,"You took the time to memorize me / My fears, my hopes and dreams"
Times and Seasons,The Last Time,Red,Find myself at your door / Just like all those times before
Times and Seasons,The Last Time,Red,This is the last time I'm asking you this / Put my name at the top of your list
Times and Seasons,The Last Time,Red,"This is the last time I'm asking you why / You break my heart in the blink of an eye, eye, eye"
Times and Seasons,The Last Time,Red,You find yourself at my door / Just like all those times before
Times and Seasons,The Last Time,Red,This is the last time you tell me I've got it wrong
Times and Seasons,The Last Time,Red,This is the last time I say it's been you all along
Times and Seasons,The Last Time,Red,This is the last time I let you in my door
Times and Seasons,The Last Time,Red,"This is the last time, I won't hurt you anymore"
Times and Seasons,Holy Ground,Red,"I was reminiscing just the other day / While having coffee all alone, and Lord, it took me away"
Times and Seasons,Holy Ground,Red,Back to a first glance feeling on New York time / Back when you fit my poems like a perfect rhyme
Times and Seasons,Holy Ground,Red,I left a note on the door with a joke we'd made / And that was the first day
Times and Seasons,Holy Ground,Red,Tonight I'm gonna dance / For all that we've been through
Times and Seasons,Sad Beautiful Tragic,Red,And time / Is taking its sweet time erasing you
Times and Seasons,Everything Has Changed,Red,This morning when I woke / Is I know something now / Know something now I didn't before
Times and Seasons,Everything Has Changed,Red,Since eighteen hours ago / Is green eyes and freckles and your smile
Times and Seasons,Everything Has Changed,Red,All I know since yesterday / Is everything has changed
Times and Seasons,Everything Has Changed,Red,"The beautiful kind, makin' up for lost time / Takin' flight, makin' me feel like"
Times and Seasons,Everything Has Changed,Red,I'm feelin' like I've missed you all this time / And meet me there tonight
Times and Seasons,Everything Has Changed,Red,And meet me there tonight / And let me know that it's not all in my mind
Times and Seasons,Everything Has Changed,Red,I met Bobby on the boardwalk summer of '45 / Picked me up late one night out the window
Times and Seasons,Everything Has Changed,Red,The night we snuck into a yacht club party / Pretending to be a duchess and a prince
Times and Seasons,Starlight,Red,"It was the best night, never would forget how we moved"
Times and Seasons,Begin Again,Red,"I've been spending the last eight months / Thinking all love ever does / Is break and burn, and end"
Times and Seasons,Begin Again,Red,But on a Wednesday in a cafe / I watched it begin again
Times and Seasons,Begin Again,Red,But you start to talk about the movies / That your family watches every single Christmas
Times and Seasons,Begin Again,Red,And I want to talk about that / And for the first time / What's past is past
Times and Seasons,The Moment I Knew ,Red,Christmas lights glisten / I've got my eye on the door
